filename,label
./fruits/Banana/Banana01123.png,Banana
./fruits/Tomatoes/Tamotoes001647.png,Tomatoes
./fruits/Peach/Peach002097.png,Peach
./fruits/Pitaya/Pitaya001080.png,Pitaya
./fruits/Plum/PlumуАВ883.png,Plum
./fruits/Pitaya/Pitaya001823.png,Pitaya
./fruits/Pear/Pear 1327.png,Pear
./fruits/Pitaya/Pitaya001503.png,Pitaya
./fruits/Plum/PlumуАВ1462.png,Plum
./fruits/Pear/Pear 454.png,Pear
./fruits/Peach/Peach001637.png,Peach
./fruits/muskmelon/Muskmelon 001047.png,muskmelon
./fruits/Peach/Peach002391.png,Peach
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi001339.png,Kiwi
./fruits/Persimmon/Persimmon912.png,Persimmon
./fruits/Plum/PlumуАВ782.png,Plum
./fruits/Carambola/Carambola 001402.png,Carambola
./fruits/Banana/Banana02042.png,Banana
./fruits/Mango/Mango001718.png,Mango
./fruits/Pear/pear_0_2336.png,Pear
./fruits/Persimmon/Persimmon291.png,Persimmon
./fruits/Peach/Peach002086.png,Peach
./fruits/Mango/Mango00187.png,Mango
./fruits/Pitaya/Pitaya002100.png,Pitaya
./fruits/Pitaya/Pitaya005.png,Pitaya
./fruits/Pitaya/Pitaya00646.png,Pitaya
./fruits/Apple/Apple A/Apple 639.png,Apple
./fruits/Plum/PlumуАВ422.png,Plum
./fruits/Banana/Banana01621.png,Banana
./fruits/Plum/PlumуАВ520.png,Plum
./fruits/Banana/Banana02442.png,Banana
./fruits/Persimmon/Persimmon537.png,Persimmon
./fruits/Guava/guava total final/Guava01865.png,Guava
./fruits/Apple/Apple D/applee08170.png,Apple
./fruits/muskmelon/Muskmelon 001470.png,muskmelon
./fruits/Carambola/Carambola 00130.png,Carambola
./fruits/Tomatoes/Tamotoes001531.png,Tomatoes
./fruits/Orange/Orange001733.png,Orange
./fruits/Apple/Apple A/Apple 661.png,Apple
./fruits/Orange/Orange00437.png,Orange
./fruits/Pomegranate/Pomegranet00142.png,Pomegranate
./fruits/Banana/Banana02088.png,Banana
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi003224.png,Kiwi
./fruits/Apple/Apple D/Apple dee11441.png,Apple
./fruits/Tomatoes/Tamotoes00155.png,Tomatoes
./fruits/Persimmon/Persimmon1836.png,Persimmon
./fruits/Pitaya/Pitaya001341.png,Pitaya
./fruits/Mango/Mango002163.png,Mango
./fruits/Peach/Peach00453.png,Peach
./fruits/Peach/Peach001947.png,Peach
./fruits/Banana/Banana02129.png,Banana
./fruits/Apple/Apple D/Apple De14121.png,Apple
./fruits/Pear/Pear 1440.png,Pear
./fruits/Pear/Pear 1323.png,Pear
./fruits/Pitaya/Pitaya00575.png,Pitaya
./fruits/Pitaya/Pitaya00766.png,Pitaya
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi001813.png,Kiwi
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi001399.png,Kiwi
./fruits/muskmelon/Muskmelon 002032.png,muskmelon
./fruits/Tomatoes/Tamotoes0097.png,Tomatoes
./fruits/Peach/Peach00228.png,Peach
./fruits/Apple/Apple C/Apple Ce06361.png,Apple
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi001152.png,Kiwi
./fruits/Pomegranate/Pomegranet00476.png,Pomegranate
./fruits/Banana/Banana01618.png,Banana
./fruits/Pomegranate/Pomegranet001758.png,Pomegranate
./fruits/Plum/PlumуАВ288.png,Plum
./fruits/Banana/Banana0987.png,Banana
./fruits/Carambola/Carambola 00514.png,Carambola
./fruits/muskmelon/Muskmelon 001080.png,muskmelon
./fruits/Carambola/Carambola 002027.png,Carambola
./fruits/Orange/Orange002765.png,Orange
./fruits/Tomatoes/Tamotoes001667.png,Tomatoes
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi002985.png,Kiwi
./fruits/Pear/Pear 2139.png,Pear
./fruits/Tomatoes/Tamotoes001247.png,Tomatoes
./fruits/Plum/PlumуАВ808.png,Plum
./fruits/Peach/Peach001368.png,Peach
./fruits/Mango/Mango00629.png,Mango
./fruits/Mango/Mango003087.png,Mango
./fruits/Pear/Pear 599.png,Pear
./fruits/Mango/Mango002356.png,Mango
./fruits/Pear/pear_0_9750.png,Pear
./fruits/Tomatoes/Tamotoes001611.png,Tomatoes
./fruits/Persimmon/Persimmon973.png,Persimmon
./fruits/Guava/guava total final/Guava069.png,Guava
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi001184.png,Kiwi
./fruits/Orange/Orange001404.png,Orange
./fruits/Tomatoes/Tamotoes001534.png,Tomatoes
./fruits/Mango/Mango003027.png,Mango
./fruits/Carambola/Carambola 00544.png,Carambola
./fruits/Plum/PlumуАВ1122.png,Plum
./fruits/Pitaya/Pitaya002143.png,Pitaya
./fruits/Pomegranate/Pomegranet001784.png,Pomegranate
./fruits/Orange/Orange002575.png,Orange
./fruits/Pear/Pear 571.png,Pear
./fruits/Tomatoes/Tamotoes002005.png,Tomatoes
./fruits/muskmelon/Muskmelon 00311.png,muskmelon
./fruits/muskmelon/Muskmelon 00202.png,muskmelon
./fruits/Tomatoes/Tamotoes001115.png,Tomatoes
./fruits/Apple/Apple F/Apple F106.png,Apple
./fruits/Carambola/Carambola 002070.png,Carambola
./fruits/Pitaya/Pitaya00180.png,Pitaya
./fruits/Banana/Banana01694.png,Banana
./fruits/Apple/Apple E/Apple E82.png,Apple
./fruits/Tomatoes/Tamotoes001425.png,Tomatoes
./fruits/Orange/Orange002015.png,Orange
./fruits/Mango/Mango002800.png,Mango
./fruits/Pear/Pear 394.png,Pear
./fruits/Pear/Pear 654.png,Pear
./fruits/Guava/guava total final/Guava01879.png,Guava
./fruits/Peach/Peach00606.png,Peach
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi003777.png,Kiwi
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi001099.png,Kiwi
./fruits/Mango/Mango003237.png,Mango
./fruits/Apple/Apple C/Apple Co applee10001.png,Apple
./fruits/Pitaya/Pitaya001319.png,Pitaya
./fruits/Pomegranate/Pomegranet001694.png,Pomegranate
./fruits/Peach/Peach001994.png,Peach
./fruits/Plum/PlumуАВ1902.png,Plum
./fruits/Apple/Apple F/Apple F _0_7054.png,Apple
./fruits/Guava/guava total final/Guava03578.png,Guava
./fruits/Pear/Pear 1926.png,Pear
./fruits/Peach/Peach001369.png,Peach
./fruits/Pear/Pear 1610.png,Pear
./fruits/Persimmon/Persimmon1071.png,Persimmon
./fruits/Guava/guava total final/Guava02008.png,Guava
./fruits/Orange/Orange00208.png,Orange
./fruits/muskmelon/Muskmelon 00801.png,muskmelon
./fruits/Mango/Mango001369.png,Mango
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi002957.png,Kiwi
./fruits/Pomegranate/Pomegranet001283.png,Pomegranate
./fruits/Guava/guava total final/Guava082.png,Guava
./fruits/Persimmon/Persimmon1686.png,Persimmon
./fruits/Persimmon/Persimmon845.png,Persimmon
./fruits/Tomatoes/Tamotoes001337.png,Tomatoes
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi002409.png,Kiwi
./fruits/Persimmon/Persimmon293.png,Persimmon
./fruits/Apple/Apple B/294red applee04246294.png,Apple
./fruits/Peach/Peach00861.png,Peach
./fruits/Mango/Mango00609.png,Mango
./fruits/Carambola/Carambola 001913.png,Carambola
./fruits/Pomegranate/Pomegranet00779.png,Pomegranate
./fruits/Pear/Pear 472.png,Pear
./fruits/Persimmon/Persimmon119.png,Persimmon
./fruits/Pomegranate/Pomegranet001047.png,Pomegranate
./fruits/Apple/Apple B/306red applee04501306.png,Apple
./fruits/Pear/Pear 1217.png,Pear
./fruits/Plum/PlumуАВ1395.png,Plum
./fruits/muskmelon/Muskmelon 00532.png,muskmelon
./fruits/Pomegranate/Pomegranet001384.png,Pomegranate
./fruits/Mango/Mango00489.png,Mango
./fruits/Plum/PlumуАВ857.png,Plum
./fruits/Orange/Orange001411.png,Orange
./fruits/Plum/PlumуАВ2155.png,Plum
./fruits/Persimmon/Persimmon452.png,Persimmon
./fruits/Pear/Pear 2058.png,Pear
./fruits/Persimmon/Persimmon1364.png,Persimmon
./fruits/Tomatoes/Tamotoes001038.png,Tomatoes
./fruits/Apple/Apple F/Apple F _0_5827.png,Apple
./fruits/muskmelon/Muskmelon 001979.png,muskmelon
./fruits/Pitaya/Pitaya00965.png,Pitaya
./fruits/muskmelon/Muskmelon 00691.png,muskmelon
./fruits/Apple/Apple F/scene00481.png,Apple
./fruits/Persimmon/Persimmon1082.png,Persimmon
./fruits/Tomatoes/Tamotoes00933.png,Tomatoes
./fruits/Pear/pear_0_9962.png,Pear
./fruits/Carambola/Carambola 001383.png,Carambola
./fruits/Peach/Peach002413.png,Peach
./fruits/muskmelon/Muskmelon 001393.png,muskmelon
./fruits/Pomegranate/Pomegranet00334.png,Pomegranate
./fruits/Mango/Mango002081.png,Mango
./fruits/Carambola/Carambola 00264.png,Carambola
./fruits/Pear/Pear 1152.png,Pear
./fruits/Guava/guava total final/Guava03243.png,Guava
./fruits/Banana/Banana0862.png,Banana
./fruits/Plum/PlumуАВ180.png,Plum
./fruits/Persimmon/Persimmon848.png,Persimmon
./fruits/Apple/Apple D/Apple De14521.png,Apple
./fruits/Pomegranate/Pomegranet00652.png,Pomegranate
./fruits/Orange/Orange00281.png,Orange
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi002509.png,Kiwi
./fruits/Peach/Peach001727.png,Peach
./fruits/Apple/Apple A/Apple 207.png,Apple
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi00972.png,Kiwi
./fruits/Persimmon/Persimmon231.png,Persimmon
./fruits/Carambola/Carambola 00626.png,Carambola
./fruits/Pear/Pear 302.png,Pear
./fruits/Mango/Mango002823.png,Mango
./fruits/Tomatoes/Tamotoes001979.png,Tomatoes
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi003218.png,Kiwi
./fruits/Pitaya/Pitaya00169.png,Pitaya
./fruits/Carambola/Carambola 00196.png,Carambola
./fruits/Pitaya/Pitaya001146.png,Pitaya
./fruits/Pomegranate/Pomegranet001769.png,Pomegranate
./fruits/Mango/Mango00598.png,Mango
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi003676.png,Kiwi
./fruits/muskmelon/Muskmelon 00709.png,muskmelon
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi001618.png,Kiwi
./fruits/Pitaya/Pitaya001576.png,Pitaya
./fruits/Apple/Apple B/24red applee08701.png,Apple
./fruits/Plum/PlumуАВ1557.png,Plum
./fruits/Banana/Banana02420.png,Banana
./fruits/Pear/Pear 619.png,Pear
./fruits/Pomegranate/Pomegranet002011.png,Pomegranate
./fruits/Tomatoes/Tamotoes00239.png,Tomatoes
./fruits/Pitaya/Pitaya001021.png,Pitaya
./fruits/Pomegranate/Pomegranet0019.png,Pomegranate
./fruits/Pitaya/Pitaya00324.png,Pitaya
./fruits/muskmelon/Muskmelon 001402.png,muskmelon
./fruits/Banana/Banana01374.png,Banana
./fruits/Pear/Pear 1637.png,Pear
./fruits/Carambola/Carambola 001032.png,Carambola
./fruits/Mango/Mango001122.png,Mango
./fruits/muskmelon/Muskmelon 001545.png,muskmelon
./fruits/muskmelon/Muskmelon 001220.png,muskmelon
./fruits/Carambola/Carambola 001861.png,Carambola
./fruits/Pomegranate/Pomegranet001824.png,Pomegranate
./fruits/Mango/Mango003872.png,Mango
./fruits/Plum/PlumуАВ1637.png,Plum
./fruits/Plum/PlumуАВ801.png,Plum
./fruits/Banana/Banana02558.png,Banana
./fruits/Apple/Apple B/scene02101.png,Apple
./fruits/Orange/Orange0088.png,Orange
./fruits/Pitaya/Pitaya00117.png,Pitaya
./fruits/Banana/Banana01889.png,Banana
./fruits/Guava/guava total final/Guava0835.png,Guava
./fruits/Guava/guava total final/Guava01048.png,Guava
./fruits/muskmelon/Muskmelon 001639.png,muskmelon
./fruits/Pear/Pear 1244.png,Pear
./fruits/Guava/guava total final/Guava02118.png,Guava
./fruits/Pomegranate/Pomegranet00186.png,Pomegranate
./fruits/Plum/PlumуАВ1922.png,Plum
./fruits/Tomatoes/Tamotoes00474.png,Tomatoes
./fruits/Guava/guava total final/Guava01750.png,Guava
./fruits/Banana/Banana0259.png,Banana
./fruits/Peach/Peach00593.png,Peach
./fruits/Pitaya/Pitaya002424.png,Pitaya
./fruits/Apple/Apple E/Apple E008.png,Apple
./fruits/Mango/Mango003712.png,Mango
./fruits/Orange/Orange00647.png,Orange
./fruits/Tomatoes/Tamotoes00749.png,Tomatoes
./fruits/Pear/Pear 1842.png,Pear
./fruits/Plum/PlumуАВ1934.png,Plum
./fruits/muskmelon/Muskmelon 00255.png,muskmelon
./fruits/Mango/Mango002894.png,Mango
./fruits/Persimmon/Persimmon995.png,Persimmon
./fruits/Apple/Apple F/Apple F202.png,Apple
./fruits/Peach/Peach002234.png,Peach
./fruits/Orange/Orange00353.png,Orange
./fruits/Pitaya/Pitaya001765.png,Pitaya
./fruits/Banana/Banana01362.png,Banana
./fruits/muskmelon/Muskmelon 001422.png,muskmelon
./fruits/Peach/Peach001137.png,Peach
./fruits/Tomatoes/Tamotoes00786.png,Tomatoes
./fruits/Guava/guava total final/Guava01284.png,Guava
./fruits/muskmelon/Muskmelon 00462.png,muskmelon
./fruits/Kiwi/Total Number of Kiwi fruit/Kiwi002316.png,Kiwi
./fruits/muskmelon/Muskmelon 001349.png,muskmelon
./fruits/muskmelon/Muskmelon 002022.png,muskmelon
./fruits/Pear/pear_0_1105.png,Pear
./fruits/Pomegranate/Pomegranet00690.png,Pomegranate
